Day,Team + ID,Team,TeamID,Assists,BlockedShots,DefensiveRebounds,DoubleDoubles,EffectiveFieldGoalsPercentage,FieldGoalsAttempted,FieldGoalsPercentage,FreeThrowsPercentage,OffensiveRebounds,PersonalFouls,PlusMinus,Points,Possessions,Rebounds,Steals,ThreePointersPercentage,TripleDoubles,TrueShootingPercentage,Turnovers,TwoPointersPerctenage
12/19/2019,MIL15,MIL,15,12.4,2.2,18.1,0.3,32.3,43.5,26.4,40.6,2.6,14.1,19.8,62.7,54.4,22.6,4.5,23.2,0,34.5,4.1,29.7
12/19/2019,SA24,SA,24,14.7,2.6,19.2,0.3,29.4,54.2,25.3,46.7,4.1,10.7,36.7,66.7,58.7,26.6,3.2,22.3,0,31.5,3.5,26.9
12/20/2019,DET14,DET,14,36.2,5.9,43,3,81.1,146.4,68.9,126.9,18.9,27.6,-180.8,160.1,175.4,62,22.4,61.1,0,85.6,41.3,73.4
12/20/2019,PHI7,PHI,7,43,5.9,60.3,3,82.3,155,72.7,114.9,18.9,27.6,-163.6,168.8,172.4,79.2,15.5,50.6,0,86.1,25.8,86.1
12/20/2019,SAC30,SAC,30,43,10.3,48.2,0,87,156.7,77.7,149.3,22.4,25.8,-120.5,180.8,159.5,70.6,11.9,53.7,0,92.6,17.2,90.4
12/20/2019,WAS1,WAS,1,41.3,3,53.4,0,93,149.8,79.2,129.2,13.8,48.2,-34.4,203.2,180.2,67.2,10.3,61.8,0,100.6,22.4,93.3
12/20/2019,PHO29,PHO,29,44.8,11.9,43,0,87.1,149.8,75.3,157.2,20.7,49.9,-155,186,170.3,63.7,15.5,59.2,0,95.9,25.8,84.6
12/20/2019,NO23,NO,23,39.6,14.8,60.3,3,81.5,160.1,72.2,112.3,22.4,32.7,-34.4,175.6,174.8,82.7,13.8,45.6,0,85.2,29.3,87.5
12/20/2019,MIN16,MIN,16,34.4,13.8,51.7,0,81.1,149.8,71.3,114.9,27.6,25.8,-77.5,172.2,164.5,79.2,13.8,41,0,87,24.1,99.5
12/20/2019,GS26,GS,26,43,11.9,63.7,0,85.1,142.9,74.7,165.3,17.2,41.3,34.4,182.5,174.8,80.9,17.2,52.2,0,97.1,29.3,89.5
12/20/2019,TOR10,TOR,10,44.8,8.9,62,3,97.1,134.3,83.9,133.1,10.3,43,34.4,210.1,180.2,72.3,10.3,68.9,0,107.8,29.3,93.3
12/20/2019,DEN20,DEN,20,46.5,14.8,58.5,3,94.9,153.3,85.1,157.9,17.2,37.9,77.5,187.7,164.5,75.8,15.5,61.5,3,99.4,25.8,95.9
12/20/2019,NY6,NY,6,39.6,5.9,48.2,0,84.2,161.9,75.1,114.9,22.4,43,-129.2,196.3,172.7,70.6,18.9,50.6,0,90.4,13.8,89
12/20/2019,POR19,POR,19,27.6,18.9,74,3,102.5,144.6,86.1,154.1,18.9,41.3,129.2,203.2,176.3,93,11.9,81.3,0,109.9,34.4,89.7
12/20/2019,ORL5,ORL,5,36.2,14.8,51.7,5.9,68.2,182.5,63.4,119.2,31,27.6,-129.2,177.4,176.3,82.7,24.1,43,0,75.4,17.2,70.6
12/20/2019,DAL25,DAL,25,39.6,11.9,70.6,3,103.7,142.9,89.2,133.1,13.8,29.3,163.6,201.5,172.4,84.4,17.2,73,0,108.8,27.6,99.9
12/20/2019,OKC18,OKC,18,39.6,12.1,56.8,0,106.9,149.8,96.9,147.6,13.8,39.6,155,217,170.3,70.6,12.1,71.8,0,113,25.8,106.6
12/20/2019,IND13,IND,13,58.5,12.1,55.1,0,104.2,148.1,90.1,143.4,12.1,25.8,120.5,204.9,159.5,67.2,14.8,77.8,0,109,15.5,97.1
12/20/2019,BOS9,BOS,9,41.3,15.5,65.4,0,100,148.1,90.1,123,22.4,32.7,180.8,196.3,175.4,87.8,22.4,57.3,0,103.3,34.4,105
12/20/2019,MEM21,MEM,21,53.4,13.8,62,3,86.1,175.6,74.2,123,17.2,29.3,-60.3,184.3,170.8,79.2,15.5,58.7,0,87.8,12.1,84.7
12/20/2019,CLE12,CLE,12,44.8,17.2,75.8,5.9,89.9,158.4,74.9,127.3,27.6,20.7,60.3,196.3,170.8,103.3,11.9,79,0,96.3,24.1,72
12/20/2019,MIA4,MIA,4,58.5,8.9,72.3,3,116.2,132.6,96.1,126.6,15.5,37.9,129.2,222.1,172.7,87.8,10.3,81.6,0,120.7,29.3,110.4
12/21/2019,WAS1,WAS,1,17.1,2.7,29.5,0,43.3,83.7,38.9,81.1,6.3,20,-80.8,102.7,96.9,36.1,6.3,21.5,0,49.8,10.5,48.4
12/21/2019,MIN16,MIN,16,15.2,7.2,30.4,0.9,50.3,82.7,41.6,89.2,6.3,17.1,-33.3,100.8,96.3,37.1,7.2,38.5,0,53.6,15.2,43.7
12/21/2019,SA24,SA,24,22.8,7.2,30.4,0,54.5,78,48.7,75,3.6,19,-118.9,103.7,98.1,34.2,4.5,34,0,57.3,17.1,56.4
12/21/2019,CHA2,CHA,2,19,3.6,23.8,0,50.3,80.8,43.7,73.5,10.5,23.8,-33.3,101.8,90.5,34.2,12.4,39.4,0,53.8,13.3,45.8
12/21/2019,UTA17,UTA,17,25.7,3.6,32.3,0.9,60.9,71.3,49.5,90.3,7.2,25.7,33.3,108.4,90.5,39.9,6.3,47.6,0,64.6,20,51.1
12/21/2019,DET14,DET,14,28.5,3.6,21.9,0.9,52.5,82.7,43.7,87.2,5.4,19,-57.1,101.8,91.6,27.6,13.3,43.5,0,55,15.2,43.9
12/21/2019,NY6,NY,6,21.9,5.4,36.1,0,43.2,92.2,38.2,67.9,8.1,25.7,-99.9,97,104,44.7,9,28.5,0,45.7,13.3,42.6
12/21/2019,CHI11,CHI,11,20,3.6,33.3,0.9,60.5,73.2,49.4,79.9,10.5,12.4,57.1,113.2,91.6,43.7,7.2,48.9,0,64.3,17.1,49.8
12/21/2019,ATL3,ATL,3,16.2,4.5,36.1,0.9,39.8,99.9,35.3,81,13.3,20.9,-47.6,106.5,105.8,49.5,6.3,21.8,0,45.6,9,46.7
12/21/2019,PHO29,PHO,29,24.7,0.9,29.5,0,53.3,86.5,49.1,72.9,9,17.1,-66.6,118.9,95.4,39,4.5,27.2,0,57.2,7.2,58.9
12/21/2019,SAC30,SAC,30,20.9,2.7,31.4,1.8,45.6,95.1,40.9,71.3,17.1,21.9,-19,109.4,95.5,48.5,9,29.1,0,49.5,11.4,47.6
12/21/2019,POR19,POR,19,18.1,12.4,31.4,0.9,46.5,89.4,40.5,76.1,11.4,20,33.3,107.5,96.3,42.8,8.1,35.3,0,51.2,13.3,43.6
12/21/2019,HOU22,HOU,22,21.9,4.5,30.4,1.8,65.6,82.7,55.7,74.5,4.5,21.9,66.6,132.2,95.4,35.2,3.6,44,0,68.1,9,66.2
12/21/2019,MEM21,MEM,21,30.4,5.4,34.2,0.9,55,78.9,45.8,78.7,7.2,15.2,19,113.2,95.5,41.8,7.2,40.8,0,59,13.3,49.5
12/21/2019,PHI7,PHI,7,26.6,3.6,35.2,1.8,56.7,89.4,49.5,58.9,15.2,24.7,80.8,118.9,96.9,50.4,6.3,40.3,0,57.7,13.3,54.6
12/21/2019,BKN8,BKN,8,21.9,3.6,46.6,1.8,49.5,95.1,43.7,64.6,11.4,17.1,47.6,116,105.8,58,7.2,34.9,0,51.5,14.3,47.6
12/21/2019,LAC28,LAC,28,30.4,1.8,28.5,0,57.6,94.1,51.8,70.1,12.4,18.1,118.9,127.4,98.1,40.9,10.5,31.7,0,59.2,10.5,63.4
12/21/2019,MIL15,MIL,15,24.7,13.3,41.8,0.9,55.9,80.8,45.8,62.5,7.2,15.2,99.9,117,104,49.5,8.1,39.8,0.9,58.2,18.1,52.1
12/22/2019,CHA2,CHA,2,40.2,11.9,38.6,2.4,71.5,126.7,62.1,114.2,4.8,26.3,-200.8,143.7,142.6,41.7,7.2,45.4,0,78,7.2,74
12/22/2019,LAL27,LAL,27,27.8,13.9,41.7,2.4,81.9,128.2,72.6,112.3,27.8,38.6,-185.4,160.7,142.5,69.5,10.8,53.3,0,86.8,29.4,83
12/22/2019,IND13,IND,13,41.7,11.9,58.7,4.8,66.4,154.5,57.2,92.7,15.4,23.2,-216.3,137.5,157.2,74.2,10.8,46.4,0,67.4,20.1,64.4
12/22/2019,LAC28,LAC,28,34,4.8,49.4,0,82.7,132.9,71.8,135.2,15.4,35.5,-46.4,173,152.9,64.9,10.8,62.9,0,89.6,23.2,76
12/22/2019,DAL25,DAL,25,41.7,9.5,60.3,2.4,72.2,139,60.1,125.9,21.6,34,-23.2,165.3,156,81.9,14.3,50.4,0,81.1,26.3,70.3
12/22/2019,TOR10,TOR,10,32.4,11.9,57.2,2.4,69.1,145.2,60.9,129.6,21.6,32.4,23.2,170,156,78.8,18.5,45.4,0,79.1,15.4,69.5
12/22/2019,OKC18,OKC,18,37.1,9.5,51,2.4,79.6,149.9,73.2,131.3,24.7,30.9,46.4,182.3,152.9,75.7,15.4,51.4,0,86.1,18.5,81.7
12/22/2019,BOS9,BOS,9,38.6,13.9,72.6,2.4,93,136,80.8,125.5,15.4,37.1,200.8,183.9,142.6,88.1,4.8,67.7,0,96.7,17,88.2
12/22/2019,DEN20,DEN,20,47.9,4.8,41.7,2.4,83.9,142.1,75.6,139,26.3,29.4,185.4,197.8,142.5,68,20.1,53.1,0,94.2,12.4,87.6
12/22/2019,MIL15,MIL,15,47.9,13.9,69.5,2.4,77.2,160.7,65.4,127.3,24.7,10.8,216.3,180.8,157.2,94.2,15.4,52.7,0,81.1,13.9,74.6
12/23/2019,POR19,POR,19,13.2,3.6,31,0.6,33.2,70.4,31.5,68.8,4.8,13.2,-31,72.8,76.2,37.2,3.6,10.7,0,36.8,6.6,41.2
12/23/2019,CHI11,CHI,11,15.5,3,27.9,0,36.9,68.1,30.8,61.9,6.6,13.2,-31,73.5,74.9,36.4,4.2,27.2,0,38.9,11.6,33.4
12/23/2019,SAC30,SAC,30,15.5,2.4,29.4,0.6,39.2,67.3,36.5,50.5,6.6,18.6,-34.8,80.5,77.8,37.9,2.4,18,0,41.5,13.2,46.1
12/23/2019,DET14,DET,14,20.9,0.6,18.6,0,44.2,65,39.6,55.9,3.6,10.8,-61.9,84.4,73.3,23.2,5.4,25.8,0,45.8,10.1,47.3
12/23/2019,MIN16,MIN,16,12.4,4.2,24,0,35.6,67.3,31.1,61.4,5.4,13.9,-34.8,80.5,79.9,31,6,25.1,0,40.2,12.4,35.1
12/23/2019,MEM21,MEM,21,21.7,0,18.6,0.6,42,74.3,36.3,48.4,6.6,14.7,-116.1,89,79.8,27.1,4.2,31.3,0,43.2,10.1,39.3
12/23/2019,HOU22,HOU,22,13.9,1.8,25.5,0.6,40.9,67.3,34.7,67.3,3.6,17,34.8,87.5,77.8,30.2,6,29.8,0,45,6.6,38.7
12/23/2019,PHO29,PHO,29,22.4,0,22.4,0,42.7,67.3,37.4,60.2,5.4,14.7,-7.7,85.9,77.2,29.4,6,27.2,0,45.2,13.2,44.9
12/23/2019,UTA17,UTA,17,13.2,3.6,27.1,0.6,38.7,69.7,33.5,60.2,6,16.3,-11.6,80.5,75.6,34.8,6,25.8,0,41.1,6.6,38.7
12/23/2019,CLE12,CLE,12,14.7,3.6,27.9,0,45.1,74.3,40.3,64.5,4.2,12.4,11.6,93.7,87.6,33.3,4.8,29.3,0,46.1,17.8,45
12/23/2019,MIA4,MIA,4,12.4,1.8,33.3,1.2,36.1,69.7,31.8,68.8,10.1,12.4,11.6,82.8,75.6,43.3,4.8,27.9,0,40.6,10.8,33.4
12/23/2019,DEN20,DEN,20,24,0.6,25.5,0.6,49.6,60.4,42.6,61.9,3.6,18.6,6,87.5,77.2,30.2,6,41.5,0.6,51.8,16.3,43.3
12/23/2019,NO23,NO,23,17.8,3.6,32.5,1.2,38.3,72,31.7,53.3,10.1,14.7,31,78.9,76.2,42.6,3.6,33.2,0,39.5,7.2,30.7
12/23/2019,ATL3,ATL,3,17.8,4.2,24.8,1.2,42.3,73.5,36.7,59.2,3,15.5,-11.6,91.3,87.6,28.6,6.6,27.6,0,44.6,12.4,43.8
12/23/2019,NY6,NY,6,22.4,6,25.5,0,43.3,72,36.6,61.9,6.6,19.4,-23.2,89,77.8,34.1,2.4,32.3,0,44.7,10.8,39.4
12/23/2019,ORL5,ORL,5,17.8,10.1,31,0.6,42,62.7,37.2,50.5,3.6,11.6,31,79.7,74.9,35.6,6,29.8,0,43.8,10.1,40.8
12/23/2019,TOR10,TOR,10,23.2,4.8,29.4,1.2,39.6,72.8,35.4,58,7.2,17,-19.4,89,79.1,38.7,3.6,21.3,0,42.6,12.4,45.9
12/23/2019,GS26,GS,26,20.9,3.6,32.5,0,39.2,67.3,33.8,64.5,10.1,20.9,34.8,87.5,79.9,42.6,6.6,31,0,43.7,14.7,35.3
12/23/2019,IND13,IND,13,26.3,4.8,24.8,1.2,44,73.5,36.7,46.4,10.1,17,19.4,92.9,79.1,34.8,4.2,33.2,0,44.7,7.2,39.4
12/23/2019,WAS1,WAS,1,20.9,4.2,24.8,0.6,40.2,77.4,36.4,43.9,12.4,7.2,23.2,93.7,77.8,37.2,7.2,25.8,0,41.4,4.8,40.9
12/23/2019,PHI7,PHI,7,25.5,4.8,24,0.6,47.3,73.5,42.3,63.3,13.2,16.3,61.9,96.8,73.3,37.2,4.8,31,0.6,48.4,7.2,47.6
12/23/2019,SA24,SA,24,27.9,2.4,32.5,0.6,59.1,68.9,52.2,55.3,2.4,10.8,116.1,112.2,79.8,35.6,5.4,48.4,0,59.1,7.2,53.6
12/25/2019,TOR10,TOR,10,24.2,14.2,38.4,0,74.8,113.9,67.6,116.5,14.2,18.5,-113.9,145.2,141.2,48.4,18.5,49.6,0,81.2,24.2,74.9
12/25/2019,DEN20,DEN,20,34.2,8.1,38.4,2,66.5,131,57.2,110.8,18.5,21.4,-85.4,142.4,136,57,14.2,46.1,0,71.2,17.1,64.8
12/25/2019,HOU22,HOU,22,27.1,6.1,49.8,6.1,64.1,142.4,52.7,124.6,19.9,35.6,-85.4,148.1,145.4,69.8,11.4,44.7,0,69.2,17.1,61.1
12/25/2019,BOS9,BOS,9,37,6.1,45.6,2,82,131,71.2,122,18.5,31.3,113.9,168,141.2,64.1,14.2,60.4,0,85.7,27.1,77.2
12/25/2019,MIL15,MIL,15,32.8,12.2,55.5,2,77.9,135.3,67.5,106.8,11.4,21.4,-85.4,155.2,139.6,66.9,12.2,56.1,0,78.7,14.2,73.5
12/25/2019,LAC28,LAC,28,34.2,12.2,52.7,2,73.8,121,65.4,106.8,18.5,24.2,35.6,158.1,143.4,71.2,12.2,51.3,0,79.9,22.8,71.2
12/25/2019,NO23,NO,23,32.8,10.1,54.1,0,79.2,128.2,64.9,142.4,19.9,19.9,85.4,159.5,136,74,12.8,59.7,0,83.4,25.6,69.6
12/25/2019,LAL27,LAL,27,34.2,14.2,42.7,2,66.8,136.7,57.8,108.5,17.1,32.8,-35.6,150.9,143.4,59.8,15.7,38,0,71.9,18.5,75.3
12/25/2019,GS26,GS,26,38.4,11.4,61.2,4.1,75.3,123.9,67.1,127.2,15.7,25.6,85.4,165.2,145.4,76.9,14.2,45.7,0,83,22.8,77.2
12/25/2019,PHI7,PHI,7,41.3,14.2,49.8,6.1,76.2,143.8,62.1,113.9,19.9,17.1,85.4,172.3,139.6,69.8,12.8,67.9,0,80.2,14.2,57.5
12/26/2019,BKN8,BKN,8,4.6,0.8,21.2,0,18.6,40.4,13.9,38.8,2.4,5.1,-31.1,42.5,49.8,25.9,0.8,13.5,0,22.6,3.5,14.8
12/26/2019,POR19,POR,19,3.8,0.3,16.6,0.3,29.1,46.1,25,38.2,3,10.9,-15.5,59.6,49.1,22.3,1.1,22.8,0,30.6,3.2,26.4
12/26/2019,NY6,NY,6,4.3,0.5,24.3,0.3,23.7,47.7,20.8,38,3.5,14,31.1,48.7,49.8,31.1,1.6,16.1,0,24.7,3.5,23
12/26/2019,OKC18,OKC,18,11.9,1.1,14,0.3,24.2,47.7,21.4,43.8,1.9,3.8,-33.7,50.2,49.7,17.6,3,14.8,0,25.7,2.4,25.4
12/26/2019,WAS1,WAS,1,4.8,1.3,13.5,0,23.7,47.7,21.4,36.5,4.8,13,-77.7,52.8,50.1,22.8,1.9,15.1,0,25.4,3.2,23.6
12/26/2019,SA24,SA,24,4.8,1.9,20.7,0,27.5,43,25,34.6,1.3,4.3,-10.4,50.8,50,23.3,2.4,14.3,0,28.3,3.5,30.7
12/26/2019,UTA17,UTA,17,11.4,0.3,17.6,0.3,33.9,42,29.4,35.3,1.9,4.8,15.5,62.7,49.1,21.2,0.8,20.2,0,34.7,2.7,36.8
12/26/2019,DAL25,DAL,25,11.4,0.8,20.2,0.3,26.5,46.6,21.9,34.6,3.5,3,10.4,52.8,50,26.9,1.9,20.7,0,27.4,3.8,22.8
12/26/2019,MEM21,MEM,21,13.5,2.1,21.8,0,31.4,43.5,28.4,37.7,2.1,3.8,33.7,57,49.7,25.9,1.6,20.7,0,32,4,31.6
12/26/2019,MIN16,MIN,16,11.9,1.3,26.4,0.5,20.4,53.9,17.9,41.1,3.8,10.4,1.3,54.4,57.8,33.7,1.9,11.2,0,23.3,3.5,23.2
12/26/2019,SAC30,SAC,30,10.4,2.1,26.4,0.5,20.4,55.4,17.9,43.5,4.3,11.9,-2.6,53.9,57.8,34.7,2.1,12,0,22.8,3,21.3
12/26/2019,DET14,DET,14,16.6,1.3,19.2,0.5,33.7,44.5,27.7,41.9,3,11.9,77.7,68.4,50.1,24.9,1.3,20.5,0,35.1,3.8,36.8
12/27/2019,PHO29,PHO,29,27.4,1.6,47.4,1.6,63.2,93.5,58.2,98.8,13.7,26.2,-56.1,119.7,123.5,61.1,9.3,26.4,0,70,32.4,83.2
12/27/2019,ATL3,ATL,3,24.9,12.4,47.4,0,53.5,113.5,45.3,71.2,12.4,22.4,-162.1,107.2,133.2,57.4,12.5,36.5,0,55.2,22.4,52.4
12/27/2019,PHI7,PHI,7,28.7,4.7,47.4,3.1,57.4,108.5,50.1,101,10.9,27.4,-6.2,121,126.3,56.1,12.5,43,0,63,18.7,53.7
12/27/2019,ORL5,ORL,5,32.4,7.8,47.4,3.1,59.5,109.7,52.4,75.9,12.5,26.2,7.8,122.2,126.3,59.9,6.2,41.5,0,62.4,18.7,58.1
12/27/2019,OKC18,OKC,18,23.7,6.2,48.6,1.6,58.9,111,56,76.4,12.5,28.7,12.5,129.7,129.9,61.1,12.4,20.1,0,63.2,17.5,75.2
12/27/2019,CLE12,CLE,12,27.4,4.7,39.9,0,70.5,106,64.6,86,9.3,21.2,-74.8,145.9,125.1,47.4,10.9,48.8,0,74.4,13.7,70.5
12/27/2019,GS26,GS,26,27.4,7.8,37.4,0,57,114.7,51.5,99.8,13.7,21.2,56.1,130.9,123.5,51.1,12.5,41.5,0,63.6,12.5,55.6
12/27/2019,IND13,IND,13,33.7,6.2,39.9,0,70.7,112.2,61,103.9,3.1,20,-6.2,139.7,118.6,42.4,12.4,56.4,0,73.1,6.2,63.3
12/27/2019,CHA2,CHA,2,32.4,6.2,46.1,3.1,56.7,125.9,51.9,76.2,21.2,33.7,-12.5,127.2,129.9,67.3,12.4,22.3,0,58.4,18.7,70.5
12/27/2019,MIA4,MIA,4,36.2,3.1,52.4,1.6,67.2,111,56,111.6,17.5,15,7.8,140.9,118.6,69.8,4.7,52.5,0,72.2,16.2,58.7
12/27/2019,MIL15,MIL,15,36.2,12.4,62.4,1.6,71.2,113.5,63,86.3,9.3,16.2,162.1,139.7,133.2,69.8,11.2,49,0,72.3,22.4,69.3
12/27/2019,BOS9,BOS,9,34.9,12.5,38.7,0,73.4,118.5,64.3,111.6,15,28.7,74.8,160.9,125.1,53.6,6.2,43.6,0,77.7,13.7,79.3
12/28/2019,ATL3,ATL,3,28,6.8,35,0,48.9,100.4,43.4,84.9,10.5,18.7,-204.4,94.6,114.3,45.6,10.9,31,0,52,22.2,51.6
12/28/2019,IND13,IND,13,19.9,2.7,39.7,1.4,49.5,99.3,45.3,104.8,14,18.7,-128.5,114.5,117.5,53.7,8.2,25,0,58.4,21,55.4
12/28/2019,BOS9,BOS,9,21,5.5,28,0,50.9,91.1,46.4,90.9,9.5,19.9,-93.4,113.3,113.8,36.2,12.8,25.6,0,60.3,16.4,61
12/28/2019,CLE12,CLE,12,15.2,5.5,53.7,1.4,51.6,89.9,48.6,84.3,16.4,24.5,35,109.8,120.4,70.1,10.5,23.4,0,59,32.7,57.3
12/28/2019,SAC30,SAC,30,22.2,5.5,33.9,1.4,65.4,98.1,57,77.9,9.5,18.7,-11.7,128.5,113.2,42,4.1,45.2,0,68,14,63.9
12/28/2019,MIN16,MIN,16,19.9,10.9,30.4,0,46.5,108.6,41.5,86.1,16.4,33.9,-35,102.8,120.4,46.7,19.9,25.2,0,50.6,21,52.1
12/28/2019,BKN8,BKN,8,28,6.8,44.4,2.7,53.4,107.5,47,72.3,10.5,17.5,-58.4,114.5,121.1,54.9,9.5,32.9,0,56.6,17.5,57.3
12/28/2019,POR19,POR,19,21,10.9,35,1.4,65.2,100.4,55.7,99.5,10.5,25.7,-46.7,140.2,117.4,45.6,5.5,50.1,0,71.5,18.7,59.6
12/28/2019,DET14,DET,14,23.4,6.8,35,1.4,59.7,105.1,51.9,66.2,11.7,17.5,-157.7,127.3,119.7,46.7,10.5,38.9,0,61.8,12.8,60.6
12/28/2019,ORL5,ORL,5,24.5,9.5,33.9,0,56.4,101.6,47,98.3,6.8,19.9,-64.2,116.8,116.7,39.7,18.7,46.7,0,61.2,12.8,47.2
12/28/2019,WAS1,WAS,1,18.7,4.1,40.9,0,46.3,112.1,40.2,90.4,16.4,25.7,-40.9,116.8,121.3,57.2,17.5,46.7,0,53.4,12.8,37.8
12/28/2019,HOU22,HOU,22,18.7,8.2,44.4,1.4,57.8,118,50.9,51.2,18.7,17.5,58.4,126.1,121.1,63.1,9.5,36.2,0,58.4,16.4,61.3
12/28/2019,NY6,NY,6,29.2,6.8,52.6,1.4,60.5,99.3,52.2,89.8,12.8,29.2,40.9,125,121.3,65.4,6.8,41.5,0,64.7,24.5,58.4
12/28/2019,UTA17,UTA,17,29.2,2.7,47.9,1.4,73.4,100.4,61.1,89.4,8.2,23.4,75.9,140.2,112.3,54.9,5.5,56.8,0,75,14,64.1
12/28/2019,LAC28,LAC,28,25.7,5.5,35,2.7,50.5,111,43,108.2,18.7,21,-75.9,125,112.3,53.7,10.5,35,0,58.4,9.5,48.8
12/28/2019,GS26,GS,26,32.7,4.1,38.5,1.4,67.9,108.6,56.5,89.4,10.5,22.2,-116.8,141.3,120.5,49.1,5.5,54,0,70.3,15.2,58.4
12/28/2019,MEM21,MEM,21,37.4,6.8,39.7,1.4,64,98.1,57,88.8,12.8,28,-52.6,128.5,117.7,52.6,6.8,35,0,67.6,19.9,69.3
12/28/2019,PHO29,PHO,29,35,2.7,38.5,2.7,67.9,100.4,61.1,101.3,9.5,24.5,11.7,130.8,113.2,46.7,11.7,40.4,0,70.7,15.2,70.1
12/28/2019,TOR10,TOR,10,31.5,4.1,44.4,1.4,70.9,98.1,61.2,75.6,17.5,37.4,93.4,132,113.8,61.9,10.9,48.1,0,72.1,25.7,70.1
12/28/2019,PHI7,PHI,7,28,5.5,45.6,2.7,61.7,104,55.1,88.7,10.9,28,-5.8,135.5,119.3,54.9,6.8,38.9,0,66.5,10.5,63.3
12/28/2019,MIA4,MIA,4,30.4,5.5,40.9,0,58.4,109.8,52.2,92.6,10.9,24.5,6.8,136.7,119.3,50.2,8.2,41.7,0,63.9,10.9,56.6
12/28/2019,MIL15,MIL,15,35,6.8,51.4,1.4,69.5,98.1,59.8,77.9,16.4,15.2,64.2,129.6,116.7,67.7,8.2,41,0,70.4,26.9,74.5
12/28/2019,NO23,NO,23,29.2,2.7,44.4,1.4,65.3,108.6,54,93.4,12.8,21,128.5,140.2,117.5,57.2,10.5,50.1,0,68.7,14,57.2
12/28/2019,DEN20,DEN,20,32.7,5.5,38.5,1.4,62.8,108.6,56.5,86.5,11.7,23.4,52.6,139,117.7,50.2,10.5,36.2,1.4,66.2,11.7,65.6
12/28/2019,CHI11,CHI,11,25.7,6.8,44.4,0,67.2,101.6,57.7,92.2,15.2,17.5,204.4,135.5,114.3,59.6,15.2,56.5,0,70.9,19.9,58.4
12/28/2019,LAL27,LAL,27,37.4,9.5,38.5,1.4,66.7,106.3,60.3,95.9,12.8,29.2,46.7,149.5,117.4,51.4,8.2,40.2,0,72.2,10.5,71.2
12/28/2019,SA24,SA,24,35,9.5,51.4,1.4,77.9,108.6,66.6,93.4,9.5,23.4,157.7,158.8,119.7,59.6,10.9,60,0,79.8,12.8,70.4
12/28/2019,DAL25,DAL,25,40.9,9.5,43.2,1.4,76.2,107.5,61,116.8,10.5,19.9,116.8,164.7,120.5,53.7,12.8,55,1.4,81.5,15.2,68.3
12/29/2019,TOR10,TOR,10,3.3,0.3,13.5,0.2,20.1,33,16.8,39.7,1.3,3.2,-2,38.5,37.2,16.7,1.1,14.9,0,21.8,2.2,18.5
12/29/2019,OKC18,OKC,18,2.4,0.9,13.9,0.2,19.8,31,17.3,34.5,1.3,2.2,0.8,38.9,37.2,17.1,1.3,12,0,22.1,2.7,21.2
12/29/2019,DAL25,DAL,25,2.7,0.6,12.7,0,17,35.3,14.3,35.7,2,3.6,-25.8,37.7,38.9,17.9,1.7,12,0,19.3,2.8,16.4
12/29/2019,CHA2,CHA,2,3.6,0.6,12.3,0.2,19.4,34.1,17.1,26,1.7,3,-25.8,41.3,39.4,16.7,1.3,11.5,0,20.6,2.2,20.2
12/29/2019,HOU22,HOU,22,11.5,0.5,13.1,0,24.5,32.2,20.6,25.8,1.3,2.5,-29.8,44.5,39,16.3,0.8,15.3,0,24.7,2.7,25.5
12/29/2019,DEN20,DEN,20,3.6,0.6,10.7,0,22.5,32.2,20.6,35.8,1.6,2.8,3.9,47.6,37.1,14.7,0.9,11,0,25.2,1.9,26
12/29/2019,SAC30,SAC,30,12.7,0.6,10.3,0.2,24.3,33.7,21,28,1.4,10.3,-9.9,45.7,37.1,13.9,0.8,15.2,0,24.7,1.9,24.9
12/29/2019,LAL27,LAL,27,11.1,1.1,13.1,0.2,21.4,31,19.3,32.6,0.9,3.6,25.8,42.9,38.9,15.5,1.9,15.5,0,23.7,2.5,20.9
12/29/2019,MEM21,MEM,21,11.9,0.8,14.7,0.2,21.4,36.9,19.2,39.7,2.2,3.2,25.8,46.4,39.4,20.2,0.8,11.4,0,23.1,2.2,23.9
12/29/2019,NO23,NO,23,12.7,0.6,12.7,0.3,22.9,40.5,19.5,27.5,2.2,2.7,29.8,50.4,39,18.3,1.4,16.2,0.2,23.5,1.4,21.9
12/30/2019,DET14,DET,14,10.5,2.8,24.8,0.6,30.4,59.3,28.5,55.5,5.6,15,-86.4,60.8,70.9,32.3,5.6,21.5,0,34.2,12.8,30
12/30/2019,MIA4,MIA,4,13.5,0.6,25.5,0.6,39.1,54.8,33.9,55.9,5.6,16.5,-67.6,78.9,72.1,33,2.8,26.8,0,43.8,13.5,38.4
12/30/2019,ORL5,ORL,5,16.5,3.4,21.8,0,33.7,66.8,31.2,43.8,6.2,12.8,-30,69.8,71.8,30,5.1,15,0,35.1,5.1,37.6
12/30/2019,ATL3,ATL,3,15.8,2.3,30.8,1.1,40.8,60.8,36.1,61.9,6.2,15,30,75.9,71.8,39.1,4.5,23.3,0,42.9,15,43.3
12/30/2019,UTA17,UTA,17,15,3.4,27.8,0.6,39.8,62.3,35.3,60.1,5.1,15.8,87.1,78.1,70.9,34.5,3.9,28.9,0,42.4,10.5,38.2
12/30/2019,CHI11,CHI,11,19.5,1.1,21.8,0.6,33.7,80.4,28.1,46.9,10.5,15,-78.9,76.6,76.4,32.3,5.6,29,0,34.7,5.6,27.4
